PSMILES,meta.polymer,PSMILES_not_canonicalize,Tg,meta.source,meta.tg_range,meta.tg_values,meta.num_of_points,meta.std,meta.reliability,sidechainlevel.features.num_atoms_sidechainfeaturizer_sum,sidechainlevel.features.num_atoms_sidechainfeaturizer_mean,sidechainlevel.features.num_atoms_sidechainfeaturizer_max,sidechainlevel.features.num_atoms_sidechainfeaturizer_min,sidechainlevel.features.numsidechainfeaturizer,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_mean,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_min,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_max,sidechainlevel.features.sidechainlength_to_star_attachment_distance_ratio_sum,sidechainlevel.features.star_to_sidechain_min_distance_mean,sidechainlevel.features.star_to_sidechain_min_distance_min,sidechainlevel.features.star_to_sidechain_min_distance_max,sidechainlevel.features.star_to_sidechain_min_distance_sum,sidechainlevel.features.num_diverse_sidechains,sidechainlevel.features.balaban_j_index_sidechainfeaturizer_sum,sidechainlevel.features.num_hbond_donors_sidechainfeaturizer_sum,sidechainlevel.features.num_hbond_acceptors_sidechainfeaturizer_sum,sidechainlevel.features.num_rotatable_bonds_sidechainfeaturizer_sum,sidechainlevel.features.num_rings_sidechainfeaturizer_sum,sidechainlevel.features.num_non_aromatic_rings_sidechainfeaturizer_sum,sidechainlevel.features.num_aromatic_rings_sidechainfeaturizer_sum,sidechainlevel.features.topological_surface_area_sidechainfeaturizer_sum,sidechainlevel.features.fraction_bicyclic_rings_sidechainfeaturizer_sum,sidechainlevel.features.num_aliphatic_heterocycles_sidechainfeaturizer_sum,sidechainlevel.features.slogp_vsa1_sidechainfeaturizer_sum,sidechainlevel.features.molecular_weight_sidechainfeaturizer_sum,sidechainlevel.features.sp3_carbon_count_sidechainfeaturizer_sum,sidechainlevel.features.sp2_carbon_count_sidechainfeaturizer_sum,sidechainlevel.features.max_estate_index_sidechainfeaturizer_sum,sidechainlevel.features.smr_vsa5_sidechainfeaturizer_sum,sidechainlevel.features.fp_density_morgan1_sidechainfeaturizer_sum,sidechainlevel.features.total_halogens_sidechainfeaturizer_sum,sidechainlevel.features.fluorine_count_sidechainfeaturizer_sum,sidechainlevel.features.chlorine_count_sidechainfeaturizer_sum,sidechainlevel.features.bromine_count_sidechainfeaturizer_sum,sidechainlevel.features.single_bonds_sidechainfeaturizer_sum,sidechainlevel.features.double_bonds_sidechainfeaturizer_sum,sidechainlevel.features.triple_bonds_sidechainfeaturizer_sum,sidechainlevel.features.bridging_rings_count_sidechainfeaturizer_sum,sidechainlevel.features.max_ring_size_sidechainfeaturizer_sum,sidechainlevel.features.heteroatom_density_sidechainfeaturizer_sum,sidechainlevel.features.heteroatom_count_sidechainfeaturizer_sum,backbonelevel.features.num_atoms_sum_backbonefeaturizer,backbonelevel.features.numbackbonefeaturizer,backbonelevel.features.balaban_j_index_sum_backbonefeaturizer,backbonelevel.features.num_hbond_donors_sum_backbonefeaturizer,backbonelevel.features.num_hbond_acceptors_sum_backbonefeaturizer,backbonelevel.features.num_rotatable_bonds_sum_backbonefeaturizer,backbonelevel.features.num_rings_sum_backbonefeaturizer,backbonelevel.features.num_non_aromatic_rings_sum_backbonefeaturizer,backbonelevel.features.num_aromatic_rings_sum_backbonefeaturizer,backbonelevel.features.topological_surface_area_sum_backbonefeaturizer,backbonelevel.features.fraction_bicyclic_rings_sum_backbonefeaturizer,backbonelevel.features.num_aliphatic_heterocycles_sum_backbonefeaturizer,backbonelevel.features.slogp_vsa1_sum_backbonefeaturizer,backbonelevel.features.molecular_weight_sum_backbonefeaturizer,backbonelevel.features.sp3_carbon_count_sum_backbonefeaturizer,backbonelevel.features.sp2_carbon_count_sum_backbonefeaturizer,backbonelevel.features.max_estate_index_sum_backbonefeaturizer,backbonelevel.features.smr_vsa5_sum_backbonefeaturizer,backbonelevel.features.fp_density_morgan1_sum_backbonefeaturizer,backbonelevel.features.total_halogens_sum_backbonefeaturizer,backbonelevel.features.fluorine_count_sum_backbonefeaturizer,backbonelevel.features.chlorine_count_sum_backbonefeaturizer,backbonelevel.features.bromine_count_sum_backbonefeaturizer,backbonelevel.features.single_bonds_sum_backbonefeaturizer,backbonelevel.features.double_bonds_sum_backbonefeaturizer,backbonelevel.features.triple_bonds_sum_backbonefeaturizer,backbonelevel.features.bridging_rings_count_sum_backbonefeaturizer,backbonelevel.features.max_ring_size_sum_backbonefeaturizer,backbonelevel.features.heteroatom_density_sum_backbonefeaturizer,backbonelevel.features.heteroatom_count_sum_backbonefeaturizer,fullpolymerlevel.features.balaban_j_index_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_hbond_donors_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_hbond_acceptors_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_rotatable_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_non_aromatic_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_aromatic_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.topological_surface_area_sum_fullpolymerfeaturizer,fullpolymerlevel.features.fraction_bicyclic_rings_sum_fullpolymerfeaturizer,fullpolymerlevel.features.num_aliphatic_heterocycles_sum_fullpolymerfeaturizer,fullpolymerlevel.features.slogp_vsa1_sum_fullpolymerfeaturizer,fullpolymerlevel.features.molecular_weight_sum_fullpolymerfeaturizer,fullpolymerlevel.features.sp3_carbon_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.sp2_carbon_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.max_estate_index_sum_fullpolymerfeaturizer,fullpolymerlevel.features.smr_vsa5_sum_fullpolymerfeaturizer,fullpolymerlevel.features.fp_density_morgan1_sum_fullpolymerfeaturizer,fullpolymerlevel.features.total_halogens_sum_fullpolymerfeaturizer,fullpolymerlevel.features.fluorine_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.chlorine_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.bromine_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.single_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.double_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.triple_bonds_sum_fullpolymerfeaturizer,fullpolymerlevel.features.bridging_rings_count_sum_fullpolymerfeaturizer,fullpolymerlevel.features.max_ring_size_sum_fullpolymerfeaturizer,fullpolymerlevel.features.heteroatom_density_sum_fullpolymerfeaturizer,fullpolymerlevel.features.heteroatom_count_sum_fullpolymerfeaturizer
[*]/C(C#N)=C/c1cc(C=C(C#N)c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc([*])ccc2-3)cc(N(c2ccccc2)c2ccccc2)c1,,*/C(C#N)=C/c1cc(/C=C(\C#N)c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(*)ccc2-3)cc(N(c2ccccc2)c2ccccc2)c1,409.15,GREA,409.15,,1,0,black,33,6.6,13,2,5,1.323333333,0.25,2.166666667,6.616666667,4.2,1,7,21,3,13.22159666,1,3,12,2,0,2,59.61,0,0,5.316788604,451.3926486,16,13,20.81568594,104.7448083,4.788461538,0,0,0,0,16,0,2,0,6,1.076923077,3,25,1,1.606092316,0,0,3,4,1,3,0,0.5,0,6.066367068,292.1252005,1,22,2.433268384,6.420821623,0.739130435,0,0,0,0,8,2,0,2,6,0.08,2,1.448206115,0,3,20,6,1,5,50.82,0.333333333,0,10.9662768,733.4395988,17,35,10.93955992,109.1539676,0.589285714,0,0,0,0,29,2,2,2,6,0.086206897,5
[*]/C(C)=C(/[*])CCC,,*/C(C)=C(/*)CCC,473.15,GREA,473.15,,1,0,black,3,3,3,3,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1.632993162,0,0,0,0,0,0,0,0,0,0,44.06260026,3,0,2.125,20.26829602,1.333333333,0,0,0,0,2,0,0,0,0,0,0,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,3.617435445,0,0,2,0,0,0,0,0,0,0,82.07825032,4,2,2.345231481,26.68911765,1.833333333,0,0,0,0,6,1,0,0,0,0.25,2
[*]/C(C)=C(/[*])CCCCC,,*/C(C)=C(/*)CCCCC,453.15,GREA,453.15,,1,0,black,5,5,5,5,1,2.5,2.5,2.5,2.5,1,1,1,1,1,2.190609687,0,0,2,0,0,0,0,0,0,0,72.09390038,5,0,2.211805556,33.10993927,1,0,0,0,0,4,0,0,0,0,0,0,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,3.401087278,0,0,4,0,0,0,0,0,0,0,110.1095504,6,2,2.369324452,39.53076089,1.5,0,0,0,0,8,1,0,0,0,0.2,2
[*]/C(C)=C(/[*])CCCCCCC,,*/C(C)=C(/*)CCCCCCC,433.15,GREA,433.15,,1,0,black,7,7,7,7,1,3.5,3.5,3.5,3.5,1,1,1,1,1,2.447472888,0,0,4,0,0,0,0,0,0,0,100.1252005,7,0,2.245694444,45.95158251,0.714285714,0,0,0,0,6,0,0,0,0,0,0,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,3.261750959,0,0,6,0,0,0,0,0,0,0,138.1408506,8,2,2.383309792,52.37240414,1.2,0,0,0,0,10,1,0,0,0,0.166666667,2
[*]/C(C)=C(/[*])SCC,,*/C(C)=C(/*)SCC,433.15,GREA,433.15,,1,0,black,3,3,3,3,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1.632993162,1,1,0,0,0,0,0,0,0,0,62.01902119,3,0,3.788580247,6.9237372,2,0,0,0,0,2,0,0,0,0,0.333333333,1,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,3.617435445,0,1,2,0,0,0,0,0,0,0,100.0346713,4,2,2.324398148,13.8474744,2,0,0,0,0,6,1,0,0,0,0.375,3
[*]/C(C)=C(/[*])SCCCCCC,,*/C(C)=C(/*)SCCCCCC,383.15,GREA,383.15,,1,0,black,7,7,7,7,1,3.5,3.5,3.5,3.5,1,1,1,1,1,2.447472888,1,1,4,0,0,0,0,0,0,0,118.0816214,7,0,4.093446397,32.60702369,1.142857143,0,0,0,0,6,0,0,0,0,0.142857143,1,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,3.261750959,0,1,6,0,0,0,0,0,0,0,156.0972715,8,2,2.362476458,39.53076089,1.4,0,0,0,0,10,1,0,0,0,0.25,3
[*]/C(C)=C(/[*])SCCCCCCCCCC,,*/C(C)=C(/*)SCCCCCCCCCC,333.15,GREA,333.15,,1,0,black,11,11,11,11,1,5.5,5.5,5.5,5.5,1,1,1,1,1,2.690915527,1,1,8,0,0,0,0,0,0,0,174.1442217,11,0,4.179145436,58.29031018,0.727272727,0,0,0,0,10,0,0,0,0,0.090909091,1,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,3.131187893,0,1,10,0,0,0,0,0,0,0,212.1598718,12,2,2.378039492,65.21404738,1,0,0,0,0,14,1,0,0,0,0.1875,3
[*]/C(C)=C(/[*])[Ge](C)(C)C,,*/C(C)=C(/*)[Ge](C)(C)C,523.15,GREA,523.15,,1,0,black,4,4,4,4,1,2,2,2,2,1,1,1,1,1,2.323790008,0,0,0,0,0,0,0,0,0,0,119.9994281,4,0,2.354166667,17.26869118,1,0,0,0,0,3,0,0,0,0,0.25,1,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,4.39951587,0,0,1,0,0,0,0,0,0,0,158.0150782,5,2,2.53537037,24.19242838,1.428571429,0,0,0,0,7,1,0,0,0,0.333333333,3
[*]/C(C)=C(/[*])[Si](C)(C)C,,*/C(C)=C(/*)[Si](C)(C)C,348.15,GREA,348.15,,1,0,black,4,4,4,4,1,2,2,2,2,1,1,1,1,1,2.323790008,0,0,0,0,0,0,0,0,0,0,74.05517685,4,0,2.305555556,19.64103406,1,0,0,0,0,3,0,0,0,0,0.25,1,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,4.39951587,0,0,1,0,0,0,0,0,0,0,112.0708269,5,2,2.486759259,26.56477126,1.428571429,0,0,0,0,7,1,0,0,0,0.333333333,3
[*]/C(C)=C(/[*])[Si](C)(C)CCCCCC,,*/C(C)=C(/*)[Si](C)(C)CCCCCC,473.15,GREA,473.15,,1,0,black,9,9,9,9,1,4.5,4.5,4.5,4.5,1,1,1,1,1,2.746690907,0,0,5,0,0,0,0,0,0,0,144.1334272,9,0,2.436454082,51.74514218,1,0,0,0,0,8,0,0,0,0,0.111111111,1,5,1,3.143197306,0,0,0,0,0,0,0,0,0,0,40.03130013,1,2,2.444444444,6.9237372,3,0,0,0,0,3,1,0,0,0,0.4,2,4.017498711,0,0,6,0,0,0,0,0,0,0,182.1490772,10,2,2.617657785,58.66887938,1.25,0,0,0,0,12,1,0,0,0,0.214285714,3
